condition,condition_group,age_group,year,month,condition_n,condition_group_n,age_group_n,group_by_organ,COVID_deaths_rate,NON_COVID_deaths_rate_Female,NON_COVID_deaths_rate_male,NON_COVID_death_rate,Total_death,COVID_propotion
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,2020,2,6,13,3,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,2020,2,6,13,4,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,2020,2,6,13,5,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,2020,2,6,13,6,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,2020,2,6,13,7,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,2020,2,6,13,8,6,0,0,0,0,0,0%
Malignant neoplasms,Malignant neoplasms,0-24,2020,2,7,15,1,7,0,107,112,219,219,0%
Malignant neoplasms,Malignant neoplasms,25-34,2020,2,7,15,2,7,0,176,131,307,307,0%
Malignant neoplasms,Malignant neoplasms,35-44,2020,2,7,15,3,7,0,521,363,884,884,0%
Malignant neoplasms,Malignant neoplasms,45-54,2020,2,7,15,4,7,0,1556,1296,2852,2852,0%
Malignant neoplasms,Malignant neoplasms,55-64,2020,2,7,15,5,7,0,4074,4794,8868,8868,0%
Malignant neoplasms,Malignant neoplasms,65-74,2020,2,7,15,6,7,0,6236,7797,14033,14033,0%
Malignant neoplasms,Malignant neoplasms,75-84,2020,2,7,15,7,7,0,6214,7078,13292,13292,0%
Malignant neoplasms,Malignant neoplasms,85+,2020,2,7,15,8,7,0,4282,4025,8307,8307,0%
Obesity,Obesity,0-24,2020,2,8,16,1,7,0,0,0,0,0,0%
Obesity,Obesity,25-34,2020,2,8,16,2,7,0,0,0,0,0,0%
Obesity,Obesity,35-44,2020,2,8,16,3,7,0,0,0,0,0,0%
Obesity,Obesity,45-54,2020,2,8,16,4,7,0,0,0,0,0,0%
Obesity,Obesity,55-64,2020,2,8,16,5,7,0,0,0,0,0,0%
Obesity,Obesity,65-74,2020,2,8,16,6,7,0,0,0,0,0,0%
Obesity,Obesity,75-84,2020,2,8,16,7,7,0,0,0,0,0,0%
Obesity,Obesity,85+,2020,2,8,16,8,7,0,0,0,0,0,0%
Renal failure,Renal failure,0-24,2020,2,9,19,1,6,0,4,7,11,11,0%
Renal failure,Renal failure,25-34,2020,2,9,19,2,6,0,10,16,26,26,0%
Renal failure,Renal failure,35-44,2020,2,9,19,3,6,0,32,36,68,68,0%
Renal failure,Renal failure,45-54,2020,2,9,19,4,6,0,72,105,177,177,0%
Renal failure,Renal failure,55-64,2020,2,9,19,5,6,0,224,335,559,559,0%
Renal failure,Renal failure,65-74,2020,2,9,19,6,6,0,435,531,966,966,0%
Renal failure,Renal failure,75-84,2020,2,9,19,7,6,0,594,619,1213,1213,0%
Renal failure,Renal failure,85+,2020,2,9,19,8,6,0,786,699,1485,1485,0%
Respiratory diseases,Adult respiratory distress syndrome,0-24,2020,2,10,1,1,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,25-34,2020,2,10,1,2,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,35-44,2020,2,10,1,3,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,45-54,2020,2,10,1,4,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,55-64,2020,2,10,1,5,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,65-74,2020,2,10,1,6,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,75-84,2020,2,10,1,7,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,85+,2020,2,10,1,8,7,0,0,0,0,0,0%
Respiratory diseases,Chronic lower respiratory diseases,0-24,2020,2,10,7,1,1,0,9,19,28,28,0%
Respiratory diseases,Chronic lower respiratory diseases,25-34,2020,2,10,7,2,1,0,18,20,38,38,0%
Respiratory diseases,Chronic lower respiratory diseases,35-44,2020,2,10,7,3,1,0,34,25,59,59,0%
Respiratory diseases,Chronic lower respiratory diseases,45-54,2020,2,10,7,4,1,0,156,148,304,304,0%
Respiratory diseases,Chronic lower respiratory diseases,55-64,2020,2,10,7,5,1,0,885,887,1772,1772,0%
Respiratory diseases,Chronic lower respiratory diseases,65-74,2020,2,10,7,6,1,0,1708,1810,3518,3518,0%
Respiratory diseases,Chronic lower respiratory diseases,75-84,2020,2,10,7,7,1,0,2502,2188,4690,4690,0%
Respiratory diseases,Chronic lower respiratory diseases,85+,2020,2,10,7,8,1,0,2329,1529,3858,3858,0%
Respiratory diseases,Influenza and pneumonia,0-24,2020,2,10,12,1,1,0,45,60,105,105,0%
Respiratory diseases,Influenza and pneumonia,25-34,2020,2,10,12,2,1,0,41,55,96,96,0%
Respiratory diseases,Influenza and pneumonia,35-44,2020,2,10,12,3,1,0,76,96,172,172,0%
Respiratory diseases,Influenza and pneumonia,45-54,2020,2,10,12,4,1,0,158,198,356,356,0%
Respiratory diseases,Influenza and pneumonia,55-64,2020,2,10,12,5,1,0,366,434,800,800,0%
Respiratory diseases,Influenza and pneumonia,65-74,2020,2,10,12,6,1,0,520,602,1122,1122,0%
Respiratory diseases,Influenza and pneumonia,75-84,2020,2,10,12,7,1,0,725,707,1432,1432,0%
Respiratory diseases,Influenza and pneumonia,85+,2020,2,10,12,8,1,0,1158,903,2061,2061,0%
Respiratory diseases,Other diseases of the respiratory system,0-24,2020,2,10,18,1,1,0,19,29,48,48,0%
Respiratory diseases,Other diseases of the respiratory system,25-34,2020,2,10,18,2,1,0,11,10,21,21,0%
Respiratory diseases,Other diseases of the respiratory system,35-44,2020,2,10,18,3,1,0,20,29,49,49,0%
Respiratory diseases,Other diseases of the respiratory system,45-54,2020,2,10,18,4,1,0,71,69,140,140,0%
Respiratory diseases,Other diseases of the respiratory system,55-64,2020,2,10,18,5,1,0,199,227,426,426,0%
Respiratory diseases,Other diseases of the respiratory system,65-74,2020,2,10,18,6,1,0,396,517,913,913,0%
Respiratory diseases,Other diseases of the respiratory system,75-84,2020,2,10,18,7,1,0,587,719,1306,1306,0%
Respiratory diseases,Other diseases of the respiratory system,85+,2020,2,10,18,8,1,0,668,494,1162,1162,0%
Respiratory diseases,Respiratory arrest,0-24,2020,2,10,20,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,25-34,2020,2,10,20,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,35-44,2020,2,10,20,3,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,45-54,2020,2,10,20,4,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,55-64,2020,2,10,20,5,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,65-74,2020,2,10,20,6,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,75-84,2020,2,10,20,7,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,85+,2020,2,10,20,8,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,0-24,2020,2,10,21,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,25-34,2020,2,10,21,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,35-44,2020,2,10,21,3,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,45-54,2020,2,10,21,4,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,55-64,2020,2,10,21,5,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,65-74,2020,2,10,21,6,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,75-84,2020,2,10,21,7,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,85+,2020,2,10,21,8,1,0,0,0,0,0,0%
Sepsis,Sepsis,0-24,2020,2,11,22,1,2,0,18,18,36,36,0%
Sepsis,Sepsis,25-34,2020,2,11,22,2,2,0,18,16,34,34,0%
Sepsis,Sepsis,35-44,2020,2,11,22,3,2,0,32,36,68,68,0%
Sepsis,Sepsis,45-54,2020,2,11,22,4,2,0,89,108,197,197,0%
Sepsis,Sepsis,55-64,2020,2,11,22,5,2,0,252,268,520,520,0%
Sepsis,Sepsis,65-74,2020,2,11,22,6,2,0,370,368,738,738,0%
Sepsis,Sepsis,75-84,2020,2,11,22,7,2,0,445,423,868,868,0%
Sepsis,Sepsis,85+,2020,2,11,22,8,2,0,506,357,863,863,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,2020,2,12,23,1,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,2020,2,12,23,2,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,2020,2,12,23,3,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,2020,2,12,23,4,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,2020,2,12,23,5,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,2020,2,12,23,6,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,2020,2,12,23,7,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2020,2,12,23,8,4,0,0,0,0,0,0%
All other conditions and causes (residual),All other conditions and causes (residual),0-24,2020,3,1,2,1,7,0,119,141,260,260,0%
All other conditions and causes (residual),All other conditions and causes (residual),25-34,2020,3,1,2,2,7,0,22,49,71,71,0%
All other conditions and causes (residual),All other conditions and causes (residual),35-44,2020,3,1,2,3,7,15,30,71,101,116,13%
All other conditions and causes (residual),All other conditions and causes (residual),45-54,2020,3,1,2,4,7,80,54,65,119,199,40%
All other conditions and causes (residual),All other conditions and causes (residual),55-64,2020,3,1,2,5,7,210,118,168,286,496,42%
All other conditions and causes (residual),All other conditions and causes (residual),65-74,2020,3,1,2,6,7,348,176,205,381,729,48%
All other conditions and causes (residual),All other conditions and causes (residual),75-84,2020,3,1,2,7,7,441,285,236,521,962,46%
All other conditions and causes (residual),All other conditions and causes (residual),85+,2020,3,1,2,8,7,320,724,370,1094,1414,23%
Alzheimer disease,Alzheimer disease,0-24,2020,3,2,3,1,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,25-34,2020,3,2,3,2,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,35-44,2020,3,2,3,3,3,0,1,0,1,1,0%
Alzheimer disease,Alzheimer disease,45-54,2020,3,2,3,4,3,0,3,3,6,6,0%
Alzheimer disease,Alzheimer disease,55-64,2020,3,2,3,5,3,0,69,57,126,126,0%
Alzheimer disease,Alzheimer disease,65-74,2020,3,2,3,6,3,0,491,327,818,818,0%
Alzheimer disease,Alzheimer disease,75-84,2020,3,2,3,7,3,0,2005,1218,3223,3223,0%
Alzheimer disease,Alzheimer disease,85+,2020,3,2,3,8,3,0,5200,2012,7212,7212,0%
Circulatory diseases,Cardiac arrest,0-24,2020,3,3,4,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,25-34,2020,3,3,4,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,35-44,2020,3,3,4,3,4,16,0,0,0,16,100%
Circulatory diseases,Cardiac arrest,45-54,2020,3,3,4,4,4,60,0,0,0,60,100%
Circulatory diseases,Cardiac arrest,55-64,2020,3,3,4,5,4,113,0,0,0,113,100%
Circulatory diseases,Cardiac arrest,65-74,2020,3,3,4,6,4,200,0,0,0,200,100%
Circulatory diseases,Cardiac arrest,75-84,2020,3,3,4,7,4,197,0,0,0,197,100%
Circulatory diseases,Cardiac arrest,85+,2020,3,3,4,8,4,208,0,0,0,208,100%
Circulatory diseases,Cardiac arrhythmia,0-24,2020,3,3,5,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,25-34,2020,3,3,5,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,35-44,2020,3,3,5,3,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,45-54,2020,3,3,5,4,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,55-64,2020,3,3,5,5,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,65-74,2020,3,3,5,6,4,12,0,0,0,12,100%
Circulatory diseases,Cardiac arrhythmia,75-84,2020,3,3,5,7,4,13,0,0,0,13,100%
Circulatory diseases,Cardiac arrhythmia,85+,2020,3,3,5,8,4,66,0,0,0,66,100%
Circulatory diseases,Cerebrovascular diseases,0-24,2020,3,3,6,1,4,0,21,16,37,37,0%
Circulatory diseases,Cerebrovascular diseases,25-34,2020,3,3,6,2,4,0,20,28,48,48,0%
Circulatory diseases,Cerebrovascular diseases,35-44,2020,3,3,6,3,4,0,61,108,169,169,0%
Circulatory diseases,Cerebrovascular diseases,45-54,2020,3,3,6,4,4,0,176,301,477,477,0%
Circulatory diseases,Cerebrovascular diseases,55-64,2020,3,3,6,5,4,0,506,736,1242,1242,0%
Circulatory diseases,Cerebrovascular diseases,65-74,2020,3,3,6,6,4,0,1045,1176,2221,2221,0%
Circulatory diseases,Cerebrovascular diseases,75-84,2020,3,3,6,7,4,12,1995,1746,3741,3753,0%
Circulatory diseases,Cerebrovascular diseases,85+,2020,3,3,6,8,4,0,3879,1927,5806,5806,0%
Circulatory diseases,Heart failure,0-24,2020,3,3,10,1,4,0,46,84,130,130,0%
Circulatory diseases,Heart failure,25-34,2020,3,3,10,2,4,0,116,177,293,293,0%
Circulatory diseases,Heart failure,35-44,2020,3,3,10,3,4,0,296,634,930,930,0%
Circulatory diseases,Heart failure,45-54,2020,3,3,10,4,4,0,831,1890,2721,2721,0%
Circulatory diseases,Heart failure,55-64,2020,3,3,10,5,4,13,2193,5121,7314,7327,0%
Circulatory diseases,Heart failure,65-74,2020,3,3,10,6,4,17,3989,7269,11258,11275,0%
Circulatory diseases,Heart failure,75-84,2020,3,3,10,7,4,33,6296,8404,14700,14733,0%
Circulatory diseases,Heart failure,85+,2020,3,3,10,8,4,88,13547,9332,22879,22967,0%
Circulatory diseases,Hypertensive diseases,0-24,2020,3,3,11,1,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,25-34,2020,3,3,11,2,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,35-44,2020,3,3,11,3,2,12,0,0,0,12,100%
Circulatory diseases,Hypertensive diseases,45-54,2020,3,3,11,4,2,37,0,0,0,37,100%
Circulatory diseases,Hypertensive diseases,55-64,2020,3,3,11,5,2,142,0,0,0,142,100%
Circulatory diseases,Hypertensive diseases,65-74,2020,3,3,11,6,2,261,0,0,0,261,100%
Circulatory diseases,Hypertensive diseases,75-84,2020,3,3,11,7,2,336,0,0,0,336,100%
Circulatory diseases,Hypertensive diseases,85+,2020,3,3,11,8,2,254,0,0,0,254,100%
Circulatory diseases,Ischemic heart disease,0-24,2020,3,3,14,1,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,25-34,2020,3,3,14,2,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,35-44,2020,3,3,14,3,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,45-54,2020,3,3,14,4,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,55-64,2020,3,3,14,5,4,27,0,0,0,27,100%
Circulatory diseases,Ischemic heart disease,65-74,2020,3,3,14,6,4,99,0,0,0,99,100%
Circulatory diseases,Ischemic heart disease,75-84,2020,3,3,14,7,4,156,0,0,0,156,100%
Circulatory diseases,Ischemic heart disease,85+,2020,3,3,14,8,4,139,0,0,0,139,100%
Circulatory diseases,Other diseases of the circulatory system,0-24,2020,3,3,17,1,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,25-34,2020,3,3,17,2,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,35-44,2020,3,3,17,3,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,45-54,2020,3,3,17,4,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,55-64,2020,3,3,17,5,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,65-74,2020,3,3,17,6,2,13,0,0,0,13,100%
Circulatory diseases,Other diseases of the circulatory system,75-84,2020,3,3,17,7,2,36,0,0,0,36,100%
Circulatory diseases,Other diseases of the circulatory system,85+,2020,3,3,17,8,2,43,0,0,0,43,100%
COVID-19,COVID-19,0-24,2020,3,4,8,1,2,0,1120,1483,2603,2603,0%
COVID-19,COVID-19,25-34,2020,3,4,8,2,2,56,846,1040,1886,1942,3%
COVID-19,COVID-19,35-44,2020,3,4,8,3,2,178,1906,2752,4658,4836,4%
COVID-19,COVID-19,45-54,2020,3,4,8,4,2,436,4678,6929,11607,12043,4%
COVID-19,COVID-19,55-64,2020,3,4,8,5,2,972,12781,19167,31948,32920,3%
COVID-19,COVID-19,65-74,2020,3,4,8,6,2,1558,21711,29550,51261,52819,3%
COVID-19,COVID-19,75-84,2020,3,4,8,7,2,1780,30906,33264,64170,65950,3%
COVID-19,COVID-19,85+,2020,3,4,8,8,2,1618,48518,30989,79507,81125,2%
Diabetes,Diabetes,0-24,2020,3,5,9,1,5,0,14,17,31,31,0%
Diabetes,Diabetes,25-34,2020,3,5,9,2,5,0,44,53,97,97,0%
Diabetes,Diabetes,35-44,2020,3,5,9,3,5,14,80,153,233,247,6%
Diabetes,Diabetes,45-54,2020,3,5,9,4,5,61,220,388,608,669,9%
Diabetes,Diabetes,55-64,2020,3,5,9,5,5,130,518,960,1478,1608,8%
Diabetes,Diabetes,65-74,2020,3,5,9,6,5,187,912,1341,2253,2440,8%
Diabetes,Diabetes,75-84,2020,3,5,9,7,5,190,988,1129,2117,2307,8%
Diabetes,Diabetes,85+,2020,3,5,9,8,5,65,899,717,1616,1681,4%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,2020,3,6,13,1,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,2020,3,6,13,2,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,2020,3,6,13,3,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,2020,3,6,13,4,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,2020,3,6,13,5,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,2020,3,6,13,6,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,2020,3,6,13,7,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,2020,3,6,13,8,6,0,0,0,0,0,0%
Malignant neoplasms,Malignant neoplasms,0-24,2020,3,7,15,1,7,0,100,119,219,219,0%
Malignant neoplasms,Malignant neoplasms,25-34,2020,3,7,15,2,7,0,143,138,281,281,0%
Malignant neoplasms,Malignant neoplasms,35-44,2020,3,7,15,3,7,0,495,423,918,918,0%
Malignant neoplasms,Malignant neoplasms,45-54,2020,3,7,15,4,7,0,1538,1419,2957,2957,0%
Malignant neoplasms,Malignant neoplasms,55-64,2020,3,7,15,5,7,10,4332,5038,9370,9380,0%
Malignant neoplasms,Malignant neoplasms,65-74,2020,3,7,15,6,7,22,6618,8393,15011,15033,0%
Malignant neoplasms,Malignant neoplasms,75-84,2020,3,7,15,7,7,24,6538,7522,14060,14084,0%
Malignant neoplasms,Malignant neoplasms,85+,2020,3,7,15,8,7,15,4537,4284,8821,8836,0%
Obesity,Obesity,0-24,2020,3,8,16,1,7,0,0,0,0,0,0%
Obesity,Obesity,25-34,2020,3,8,16,2,7,0,0,0,0,0,0%
Obesity,Obesity,35-44,2020,3,8,16,3,7,0,0,0,0,0,0%
Obesity,Obesity,45-54,2020,3,8,16,4,7,10,0,0,0,10,100%
Obesity,Obesity,55-64,2020,3,8,16,5,7,19,0,0,0,19,100%
Obesity,Obesity,65-74,2020,3,8,16,6,7,0,0,0,0,0,0%
Obesity,Obesity,75-84,2020,3,8,16,7,7,0,0,0,0,0,0%
Obesity,Obesity,85+,2020,3,8,16,8,7,0,0,0,0,0,0%
Renal failure,Renal failure,0-24,2020,3,9,19,1,6,0,5,12,17,17,0%
Renal failure,Renal failure,25-34,2020,3,9,19,2,6,0,12,14,26,26,0%
Renal failure,Renal failure,35-44,2020,3,9,19,3,6,0,34,43,77,77,0%
Renal failure,Renal failure,45-54,2020,3,9,19,4,6,0,84,114,198,198,0%
Renal failure,Renal failure,55-64,2020,3,9,19,5,6,40,238,289,527,567,7%
Renal failure,Renal failure,65-74,2020,3,9,19,6,6,90,453,599,1052,1142,8%
Renal failure,Renal failure,75-84,2020,3,9,19,7,6,72,599,696,1295,1367,5%
Renal failure,Renal failure,85+,2020,3,9,19,8,6,11,818,718,1536,1547,1%
Respiratory diseases,Adult respiratory distress syndrome,0-24,2020,3,10,1,1,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,25-34,2020,3,10,1,2,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,35-44,2020,3,10,1,3,7,19,0,0,0,19,100%
Respiratory diseases,Adult respiratory distress syndrome,45-54,2020,3,10,1,4,7,97,0,0,0,97,100%
Respiratory diseases,Adult respiratory distress syndrome,55-64,2020,3,10,1,5,7,187,0,0,0,187,100%
Respiratory diseases,Adult respiratory distress syndrome,65-74,2020,3,10,1,6,7,328,0,0,0,328,100%
Respiratory diseases,Adult respiratory distress syndrome,75-84,2020,3,10,1,7,7,373,0,0,0,373,100%
Respiratory diseases,Adult respiratory distress syndrome,85+,2020,3,10,1,8,7,207,0,0,0,207,100%
Respiratory diseases,Chronic lower respiratory diseases,0-24,2020,3,10,7,1,1,0,15,16,31,31,0%
Respiratory diseases,Chronic lower respiratory diseases,25-34,2020,3,10,7,2,1,0,16,21,37,37,0%
Respiratory diseases,Chronic lower respiratory diseases,35-44,2020,3,10,7,3,1,0,40,39,79,79,0%
Respiratory diseases,Chronic lower respiratory diseases,45-54,2020,3,10,7,4,1,0,174,172,346,346,0%
Respiratory diseases,Chronic lower respiratory diseases,55-64,2020,3,10,7,5,1,22,954,909,1863,1885,1%
Respiratory diseases,Chronic lower respiratory diseases,65-74,2020,3,10,7,6,1,74,1835,2025,3860,3934,2%
Respiratory diseases,Chronic lower respiratory diseases,75-84,2020,3,10,7,7,1,118,2624,2392,5016,5134,2%
Respiratory diseases,Chronic lower respiratory diseases,85+,2020,3,10,7,8,1,61,2418,1633,4051,4112,1%
Respiratory diseases,Influenza and pneumonia,0-24,2020,3,10,12,1,1,0,42,39,81,81,0%
Respiratory diseases,Influenza and pneumonia,25-34,2020,3,10,12,2,1,10,37,44,81,91,11%
Respiratory diseases,Influenza and pneumonia,35-44,2020,3,10,12,3,1,50,73,97,170,220,23%
Respiratory diseases,Influenza and pneumonia,45-54,2020,3,10,12,4,1,184,144,216,360,544,34%
Respiratory diseases,Influenza and pneumonia,55-64,2020,3,10,12,5,1,386,402,527,929,1315,29%
Respiratory diseases,Influenza and pneumonia,65-74,2020,3,10,12,6,1,595,641,812,1453,2048,29%
Respiratory diseases,Influenza and pneumonia,75-84,2020,3,10,12,7,1,789,912,1008,1920,2709,29%
